"Genus","Species.Name","a","b"
"Spratelloides","Spratelloides delicatulus",0.00437,3.13
"Stanulus","Stanulus talboti",0.00741,3
"Stegastes","Stegastes acapulcoensis",0.01995,2.99
"Stegastes","Stegastes albifasciatus",0.02138,2.98
"Stegastes","Stegastes altus",0.01479,2.98
"Stegastes","Stegastes apicalis",0.01995,2.99
"Stegastes","Stegastes arcifrons",0.01995,2.99
"Stegastes","Stegastes aureus",0.01995,2.99
"Stegastes","Stegastes beebei",0.01995,2.99
"Stegastes","Stegastes fasciolatus",0.0028,4.063
"Stegastes","Stegastes flavilatus",0.01995,2.99
"Stegastes","Stegastes gascoynei",0.01995,2.99
"Stegastes","Stegastes leucorus",0.01995,2.99
"Stegastes","Stegastes limbatus",0.0179,3.126
"Stegastes","Stegastes lividus",0.0652,2.741
"Stegastes","Stegastes nigricans",0.022,3.086
"Stegastes","Stegastes obreptus",0.01995,2.99
"Stegastes","Stegastes pelicieri",0.01995,2.99
"Stegastes","Stegastes rectifraenum",0.0181,3.076
"Stegostoma","Stegostoma fasciatum",0.00389,3.12
"Stethojulis","Stethojulis albovittata",0.032783,2.655299
"Stethojulis","Stethojulis balteata",0.0049,3.11
"Stethojulis","Stethojulis bandanensis",0.03035,2.581
"Stethojulis","Stethojulis interrupta",0.030326,2.687223
"Stethojulis","Stethojulis maculata",0.01,3.06
"Stethojulis","Stethojulis marquesensis",0.01,3.06
"Stethojulis","Stethojulis notialis",0.0049,3.11
"Stethojulis","Stethojulis strigiventer",0.0168,2.934
"Stethojulis","Stethojulis trilineata",0.00716,3.257
"Stolephorus","Stolephorus indicus",0.005751,3.219242
"Strongylura","Strongylura incisa",0.008311,2.710426
"Strongylura","Strongylura leiura",0.00949,2.515
"Strongylura","Strongylura strongylura",0.00071,3.173
"Strongylura","Strongylura urvillii",0.000531,3.326191
"Strophidon","Strophidon sathete",0.01097,2.319754
"Suezichthys","Suezichthys arquatus",0.00447,3.14
"Suezichthys","Suezichthys aylingi",0.00447,3.14
"Suezichthys","Suezichthys caudavittatus",0.00447,3.14
"Suezichthys","Suezichthys cyanolaemus",0.00447,3.14
"Suezichthys","Suezichthys devisi",0.00447,3.14
"Suezichthys","Suezichthys gracilis",0.00447,3.14
"Suezichthys","Suezichthys notatus",0.00447,3.14
"Suezichthys","Suezichthys rosenblatti",0.00447,3.14
"Suezichthys","Suezichthys russelli",0.00447,3.14
"Suezichthys","Suezichthys soelae",0.00447,3.14
"Sufflamen","Sufflamen albicaudatum",0.0257,2.94
"Sufflamen","Sufflamen bursa",0.0257,2.94
"Sufflamen","Sufflamen chrysopterum",0.02972,2.957254
"Sufflamen","Sufflamen fraenatum",0.02972,2.957254
"Sufflamen","Sufflamen verres",0.02972,2.957254
"Suttonia","Suttonia lineata",0.00407,3.14
"Suttonia","Suttonia suttoni",0.00407,3.14
"Symphorichthys","Symphorichthys spilurus",0.01259,3.03
"Symphorus","Symphorus nematophorus",0.021517,2.970685
"Synanceia","Synanceia verrucosa",0.01122,3.04
"Synchiropus","Synchiropus moyeri",0.01023,2.96
"Synchiropus","Synchiropus rameus",0.079215,2.1108
"Synchiropus","Synchiropus splendidus",0.01094,3.34145
"Synodus","Synodus binotatus",0.00407,3.19
"Synodus","Synodus dermatogenys",0.005651,3.273192
"Synodus","Synodus hoshinonis",0.004452,3.195439
"Synodus","Synodus jaculum",0.00407,3.19
"Synodus","Synodus lacertinus",0.00407,3.19
"Synodus","Synodus ulae",0.00407,3.19
"Synodus","Synodus variegatus",0.00262,3.431
"Taeniamia","Taeniamia biguttata",0.01549,3.07
"Taeniamia","Taeniamia fucata",0.01219,3.141272
"Taeniamia","Taeniamia leai",0.00568,3.47985
"Taeniamia","Taeniamia lineolata",0.01695,3.11805
"Taeniamia","Taeniamia zosterophora",0.02627,2.697
"Taenianotus","Taenianotus triacanthus",0.0123,3.02
"Taeniura","Taeniura lymma",0.00776,3.02
"Taeniurops","Taeniurops meyeni",0.00776,3.02
"Teixeirichthys","Teixeirichthys jordani",0.041056,2.964793
"Terapon","Terapon jarbua",0.013055,3.079022
"Tetractenos","Tetractenos glaber",0.02754,2.88
"Tetrosomus","Tetrosomus gibbosus",0.273,2.229
"Thalassoma","Thalassoma amblycephalum",0.00977,3.05
"Thalassoma","Thalassoma ballieui",0.00977,3.05
"Thalassoma","Thalassoma cupido",0.0049,3.11
"Thalassoma","Thalassoma duperrey",0.00851,3
"Thalassoma","Thalassoma genivittatum",0.00977,3.05
"Thalassoma","Thalassoma grammaticum",0.00977,3.05
"Thalassoma","Thalassoma hardwicke",0.008713,3.208829
"Thalassoma","Thalassoma hebraicum",0.00977,3.05
"Thalassoma","Thalassoma heiseri",0.00977,3.05
"Thalassoma","Thalassoma jansenii",0.00977,3.05
"Thalassoma","Thalassoma loxum",0.00977,3.05
"Thalassoma","Thalassoma lucasanum",0.0126,2.878
"Thalassoma","Thalassoma lunare",0.0183,2.862
"Thalassoma","Thalassoma lutescens",0.012764,3.053725
"Thalassoma","Thalassoma nigrofasciatum",0.00977,3.05
"Thalassoma","Thalassoma purpureum",0.00977,3.05
"Thalassoma","Thalassoma quinquevittatum",0.00977,3.05
"Thalassoma","Thalassoma rueppellii",0.00977,3.05
"Thalassoma","Thalassoma septemfasciatum",0.00977,3.05
"Thalassoma","Thalassoma trilobatum",0.00977,3.05
"Thalassoma","Thalassoma virens",0.00977,3.05
"Thamnaconus","Thamnaconus analis",0.02188,2.91
"Thamnaconus","Thamnaconus modestoides",0.025,2.8
"Thamnaconus","Thamnaconus modestus",0.02188,2.91
"Thryssa","Thryssa baelama",0.004013,3.423086
"Thunnus","Thunnus albacares",0.017042,2.96932
"Thunnus","Thunnus obesus",0.022749,2.947205
"Thyrsites","Thyrsites atun",0.00374,3
"Thysanophrys","Thysanophrys chiltonae",0.00267,3.34685
"Tilodon","Tilodon sexfasciatus",0.02291,2.99
"Tomiyamichthys","Tomiyamichthys latruncularius",0.00617,3.01
"Torpedo","Torpedo panthera",0.01585,2.94
"Torquigener","Torquigener pleurogramma",0.01778,2.89
"Trachinops","Trachinops brauni",0.00468,3.18
"Trachinops","Trachinops caudimaculatus",0.00468,3.18
"Trachinops","Trachinops noarlungae",0.00468,3.18
"Trachinops","Trachinops taeniatus",0.00468,3.18
"Trachinotus","Trachinotus africanus",0.01288,2.96
"Trachinotus","Trachinotus anak",0.01288,2.96
"Trachinotus","Trachinotus baillonii",0.01288,2.96
"Trachinotus","Trachinotus blochii",0.226471,2.404156
"Trachinotus","Trachinotus botla",0.01288,2.96
"Trachinotus","Trachinotus coppingeri",0.01288,2.96
"Trachinotus","Trachinotus mookalee",0.0217,2.871
"Trachinotus","Trachinotus rhodopus",0.01288,2.96
"Trachinotus","Trachinotus stilbe",0.01288,2.96
"Trachurus","Trachurus declivis",0.00742,3.05
"Trachurus","Trachurus delagoa",0.01122,2.97
"Trachurus","Trachurus indicus",0.020014,2.87428
"Trachurus","Trachurus novaezelandiae",0.03487,2.77
"Trachypoma","Trachypoma macracanthus",0.00933,2.97
"Triaenodon","Triaenodon obesus",0.001171,3.361543
"Trichiurus","Trichiurus lepturus",0.000648,3.223033
"Trimma","Trimma avidori",0.00891,3.07
"Trimma","Trimma barralli",0.00891,3.07
"Trimma","Trimma flavicaudatum",0.00891,3.07
"Trinorfolkia","Trinorfolkia clarkei",0.0055,3.08
"Trygonoptera","Trygonoptera ovalis",0.01,3.04
"Trygonoptera","Trygonoptera testacea",0.01,3.04
"Tylosurus","Tylosurus acus melanotus",0.00132,3.1
"Tylosurus","Tylosurus choram",0.00132,3.1
"Tylosurus","Tylosurus crocodilus",0.000842,3.168329
"Tylosurus","Tylosurus fodiator",0.00132,3.1
"Tylosurus","Tylosurus gavialoides",0.00132,3.1
"Tylosurus","Tylosurus pacificus",0.00132,3.1
"Tylosurus","Tylosurus punctulatus",0.00132,3.1
"Ulua","Ulua mentalis",0.03995,2.72
"Upeneichthys","Upeneichthys lineatus",0.00969,3.144
"Upeneichthys","Upeneichthys stotti",0.01,3.04
"Upeneichthys","Upeneichthys vlamingii",0.01023,3.09
"Upeneus","Upeneus australiae",0.01047,3.09
"Upeneus","Upeneus francisi",0.00933,3.09
"Upeneus","Upeneus guttatus",0.01122,3.06
"Upeneus","Upeneus indicus",0.00933,3.09
"Upeneus","Upeneus japonicus",0.011812,3.003513
"Upeneus","Upeneus margarethae",0.00933,3.09
"Upeneus","Upeneus moluccensis",0.006476,3.283567
"Upeneus","Upeneus oligospilus",0.00933,3.09
"Upeneus","Upeneus suahelicus",0.00933,3.09
"Upeneus","Upeneus sulphureus",0.010551,3.166309
"Upeneus","Upeneus supravittatus",0.00933,3.09
"Upeneus","Upeneus taeniopterus",0.00933,3.09
"Upeneus","Upeneus tragula",0.0144,2.845
"Upeneus","Upeneus vittatus",0.006244,3.312449
"Uraspis","Uraspis helvola",0.01413,2.96
"Uraspis","Uraspis uraspis",0.01413,2.96
"Urobatis","Urobatis concentricus",0.00977,3.08
"Urobatis","Urobatis maculatus",0.00977,3.08
"Urobatis","Urobatis tumbesensis",0.02002,3.28
"Urogymnus","Urogymnus granulatus",0.00776,3.02
"Urolophus","Urolophus cruciatus",0.01,3.04
"Urolophus","Urolophus halleri",0.01,3.04
"Urolophus","Urolophus orarius",0.01,3.04
"Valenciennea","Valenciennea longipinnis",0.00539,3.13637
"Valenciennea","Valenciennea muralis",0.00891,3.07
"Valenciennea","Valenciennea persica",0.00617,3.08
"Valenciennea","Valenciennea puellaris",0.00891,3.07
"Valenciennea","Valenciennea sexguttata",0.00891,3.07
"Valenciennea","Valenciennea strigata",0.00891,3.07
"Vanderhorstia","Vanderhorstia ambanoro",0.00617,3.08
"Vanderhorstia","Vanderhorstia ornatissima",0.00617,3.08
"Variola","Variola albimarginata",0.0187,3
"Variola","Variola louti",0.01107,3.076899
"Wattsia","Wattsia mossambica",0.0401,2.824
"Wetmorella","Wetmorella albofasciata",0.01995,3
"Wetmorella","Wetmorella nigropinnata",0.01995,3
"Wetmorella","Wetmorella tanakai",0.01995,3
"Xanthichthys","Xanthichthys auromarginatus",0.0257,2.94
"Xanthichthys","Xanthichthys caeruleolineatus",0.0257,2.94
"Xanthichthys","Xanthichthys lima",0.01,3.04
"Xanthichthys","Xanthichthys lineopunctatus",0.0257,2.94
"Xanthichthys","Xanthichthys mento",0.0257,2.94
"Xenichthys","Xenichthys agassizii",0.0138,2.98
"Xenocys","Xenocys jessiae",0.00389,3.12
"Xenojulis","Xenojulis margaritaceus",0.00977,3.05
"Xiphocheilus","Xiphocheilus typus",0.00977,3.05
"Zanclus","Zanclus cornutus",0.0147,3.36991
"Zapteryx","Zapteryx exasperata",0.00646,2.98
"Zapteryx","Zapteryx xyster",0.00646,2.98
"Zebrasoma","Zebrasoma desjardinii",0.02344,2.97
"Zebrasoma","Zebrasoma flavescens",0.02755,2.973423
"Zebrasoma","Zebrasoma gemmatum",0.02344,2.97
"Zebrasoma","Zebrasoma rostratum",0.02344,2.97
"Zebrasoma","Zebrasoma scopas",0.034129,2.939876
"Zebrasoma","Zebrasoma veliferum",0.034107,2.861415
"Zebrasoma","Zebrasoma xanthurum",0.02344,2.97
"Zenarchopterus","Zenarchopterus dispar",0.00427,3.02
"Zoramia","Zoramia fragilis",0.01549,3.07
"Zoramia","Zoramia gilberti",0.01549,3.07
"Zoramia","Zoramia leptacantha",0.01549,3.07
