speccode,species,a,b,lmax_old,family,lmax
7895,Cociella crocodilus,0.00586,3,47.5,Platycephalidae,50
997,Hemicaranx amblyrhynchus,0.0398,2.93,29.9,Carangidae,50
13045,Acanthogobius hasta,0.03087,2.43,28.1,Gobiidae,50
1149,Priacanthus arenatus,0.030033333,2.858833333,72.6,Priacanthidae,50
4641,Dentex congoensis,0.03214,2.8546,21,Sparidae,50
5467,Parachanna obscura,0.009003333,2.989476667,56,Channidae,50
359,Perca flavescens,0.014225556,3.065333333,NA,Percidae,50
1055,Saurida undosquamis,0.006961481,3.060377778,48.8,Synodontidae,50
47843,Tribolodon brandtii,0.0177,3,54,Cyprinidae,50
5040,Uranoscopus cadenati,0.019,2.713,NA,Uranoscopidae,50
5479,Bathygadus macrops,0.05975,2.85,41.4,Macrouridae,50
1578,Alosa chrysochloris,0.011545,2.93,45.7,Clupeidae,50
4480,Lampetra fluviatilis,0.001176667,3.1659,45,Petromyzontidae,50
1848,Lethrinus rubrioperculatus,0.021554,2.975214,46.6,Lethrinidae,50
1394,Lipocheilus carnolabrum,0.149,2.488,68,Lutjanidae,50
9024,Polyacanthonotus africanus,0.00113,3,NA,Notacanthidae,50
4878,Chondrostoma nasus,0.009,3.04,38.2,Cyprinidae,50
25015,Bothrocarina microcephala,0.0459,2.4721,50,Zoarcidae,50
1395,Lutjanus adetii,0.01901,3.08566,47,Lutjanidae,50
76,Helicolenus dactylopterus,0.013109412,3.095017647,50,Sebastidae,50
52918,Cynoscion guatucupa,0.019086667,2.868383333,60,Sciaenidae,50
4287,Acanthostracion polygonius,0.053953333,2.905,41.7,Ostraciidae,50
8556,Pseudopleuronectes herzensteini,0.007833333,3.208166667,40,Pleuronectidae,50
5037,Trachinus radiatus,0.0101525,3.0125,50.7,Trachinidae,50
6375,Vimba vimba,0.00977375,3.13225,44,Cyprinidae,50
11739,Plicofollis argyropleuron,0.2539,2.1002,44.8,Ariidae,50
3681,Polydactylus opercularis,0.01,2.934,29.6,Polynemidae,50
6537,Girella punctata,0.02495,2.9915,50,Kyphosidae,50
1171,Cynoscion jamaicensis,0.007526364,3.112,36.5,Sciaenidae,50
49338,Pterygoplichthys undecimalis,0.053,2.682,28.2,Loricariidae,50
47624,Rhinodoras dorbignyi,0.129,2.29,22.5,Doradidae,50
7903,Pomacanthus maculosus,0.0171,3,36.4,Pomacanthidae,50
1021,Dactylopterus volitans,0.021872857,2.938628571,44,Dactylopteridae,50
4659,Diodon holocanthus,0.1421,2.6874,43,Diodontidae,50
93,Auxis rochei,0.008355556,3.223333333,51,Scombridae,50
6382,Potamotrygon motoro,0.0113,3,99.1,Potamotrygonidae,50
454,Drepane punctata,0.022466667,3.140333333,35.5,Drepaneidae,50
26487,Capoeta damascina,0.017,2.9182,24.9,Cyprinidae,50
2959,Carpiodes velifer,0.012715,3.0085,46,Catostomidae,50
684,Etmopterus pusillus,0.004836667,2.998666667,47,Etmopteridae,50
1740,Gaidropsarus mediterraneus,0.005368333,3.1015,27.1,Lotidae,50
5623,Cheilio inermis,0.0039525,3.0871425,37,Labridae,50
6453,Cephalopholis sexmaculata,0.0268,3,NA,Serranidae,50
1380,Lumpenus lampretaeformis,0.01135,2.26885,35.5,Stichaeidae,50
8768,Mormyrus lacerda,0.017,2.81,NA,Mormyridae,50
5529,Chrysoblephus laticeps,0.016366667,3.129333333,NA,Sparidae,50
182,Lutjanus timoriensis,0.0363,2.975,41,Lutjanidae,50
26819,Petenia splendida,0.028,2.9775,23,Cichlidae,50
1759,Scorpaena scrofa,0.02295,2.95625,53.6,Scorpaenidae,50
3958,Sebastes chlorostictus,0.0202,3,36.8,Sebastidae,50
15206,Cymbacephalus staigeri,0.00412,3.205,52,Platycephalidae,50
6531,Acanthopagrus schlegelii,0.024853333,3.017333333,52,Sparidae,50
194,Paracaesio xanthura,0.02745,2.9945,26.5,Lutjanidae,50
2676,Coregonus pidschian,0.0048,3.2903,47.5,Salmonidae,50
409,Menticirrhus americanus,0.006875385,3.150376923,47.4,Sciaenidae,50
8092,Parapristipoma octolineatum,0.0159675,3.0049,40.4,Haemulidae,50
1979,Trachurus novaezelandiae,0.0478,2.77,40,Carangidae,50
1012,Uraspis secunda,0.0558,2.705,41,Carangidae,50
13244,Schizothorax progastus,0.0143,3.065,38.22,Cyprinidae,50
5021,Scorpaena elongata,0.0189,2.9485,42.1,Scorpaenidae,50
5425,Arothron hispidus,0.065993333,2.712,52,Tetraodontidae,50
5521,Neoscorpis lithophilus,0.014,3.08,NA,Kyphosidae,50
4678,Odontesthes bonariensis,0.02075,2.97,50,Atherinopsidae,50
1867,Lethrinus atlanticus,0.0361,2.8374,41,Lethrinidae,50
1842,Lethrinus erythropterus,0.02005,3.2085,21.5,Lethrinidae,50
202,Pristipomoides flavipinnis,0.024175,2.78225,76.6,Lutjanidae,50
1255,Acanthurus mata,0.038785,2.9174875,32,Acanthuridae,50
5071,Alepocephalus rostratus,0.0039,3.145,39,Alepocephalidae,50
4501,Pygocentrus nattereri,0.027412,3.145,33.3,Serrasalmidae,50
51188,Salminus hilarii,0.01335,3.1,35.4,Bryconidae,50
4764,Saurida elongata,0.01605,2.899,37,Synodontidae,50
973,Platybelone argalus argalus,0.00143,3,42.2,Belonidae,50
7533,Eugerres brasilianus,0.030425,2.897,50,Gerreidae,50
6450,Cephalopholis miniata,0.0166325,3.092025,47.5,Serranidae,50
15387,Hemitrygon bennettii,0.013661667,3.261666667,154.10001,Dasyatidae,50
5502,Choerodon anchorago,0.0283,3.0355,27,Labridae,50
65896,Acanthopagrus pacificus,0.023075,3.032895,36,Sparidae,50
2996,Minytrema melanops,0.008525,3.1675,45,Catostomidae,50
12794,Notolabrus inscriptus,0.01995,2.99,NA,Labridae,50
14426,Notolabrus tetricus,0.01995,2.99,NA,Labridae,50
12355,Pentaceropsis recurvirostris,0.01995,3.01,NA,Pentacerotidae,50
8430,Pinjalo lewisi,0.01479,2.98,NA,Lutjanidae,50
7703,Plectorhinchus gaterinus,0.01349,3.01,NA,Haemulidae,50
25808,Plectorhinchus multivittatus,0.0195,2.96,NA,Haemulidae,50
8316,Plectorhinchus polytaenia,0.01349,3.01,NA,Haemulidae,50
9231,Prionurus scalprum,0.01995,3.01,NA,Acanthuridae,50
7908,Scarus caudofasciatus,0.01445,3.04,NA,Scaridae,50
14383,Scarus persicus,0.01445,3.04,NA,Scaridae,50
26221,Scarus zufar,0.01445,3.04,NA,Scaridae,50
23147,Urolophus cruciatus,0.01,3.04,NA,Urolophidae,50
6401,Arothron meleagris,0.02754,2.88,NA,Tetraodontidae,50
2300,Balistoides conspicillum,0.0257,2.94,NA,Balistidae,50
27512,Bodianus unimaculatus,0.01202,3.06,NA,Labridae,50
4278,Canthidermis maculata,0.0257,2.94,NA,Balistidae,50
12780,Cheilinus lunulatus,0.01995,3,NA,Labridae,50
7909,Chlorurus cyanescens,0.01413,3.04,NA,Scaridae,50
7910,Chlorurus enneacanthus,0.01413,3.04,NA,Scaridae,50
4341,Enoplosus armatus,0.00389,3.12,NA,Enoplosidae,50
6459,Epinephelus amblycephalus,0.01148,3.04,NA,Serranidae,50
12690,Acanthistius cinctus,0.00933,2.97,NA,Serranidae,50
7361,Epinephelus retouti,0.01148,3.04,NA,Serranidae,50
7368,Epinephelus trimaculatus,0.01148,3.04,NA,Serranidae,50
15042,Acanthistius serratus,0.00933,2.97,NA,Serranidae,50
4307,Acanthurus bariene,0.02291,2.96,NA,Acanthuridae,50
5638,Hologymnosus doliatus,0.0049,3.11,NA,Labridae,50
999,Oligoplites palometa,0.0201,2.715,31.35,Carangidae,49.7
54495,Schizopygopsis younghusbandi,0.007068,3.094,49.6,Cyprinidae,49.6
8276,Caulolatilus affinis,0.011526667,3.112,38.1,Malacanthidae,49.5
23605,Luciobarbus sclateri,0.01676,2.932,49.5,Cyprinidae,49.5
1943,Hemicaranx leucurus,0.0219,2.7395,49.5,Carangidae,49.5
56099,Gymnocypris namensis,0.00546,3.07,49.1,Cyprinidae,49.1
25741,Pterygoplichthys pardalis,0.0337,2.935,49,Loricariidae,49
4976,Chlorurus bleekeri,0.0415,2.946,28,Scaridae,49
7738,Labeo altivelis,0.021433333,2.958666667,NA,Cyprinidae,49
3388,Pomoxis nigromaculatus,0.0145225,3.0754,39.4,Centrarchidae,49
520,Limanda aspera,0.013853333,3.18675,47,Pleuronectidae,49
4248,Parophrys vetulus,0.00906,3.0153,55,Pleuronectidae,49
48588,Rhinelepis aspera,0.017,2.968,34.2,Loricariidae,49
5470,Synodontis ocellifer,0.0228,2.992,16.2,Mochokidae,49
6466,Epinephelus corallicola,0.017425,3,25.5,Serranidae,49
58347,Naso reticulatus,0.01995,3,NA,Acanthuridae,49
11371,Labeobarbus intermedius,0.0147,3.049,27,Cyprinidae,48.9
54513,Schizothorax nukiangensis,0.0208,2.74,50,Cyprinidae,48.8
10387,Squaliobarbus curriculus,0.007974,3.133,48.8,Cyprinidae,48.8
67039,Satyrichthys laticeps,0.0044,3.23085,40.1,Peristediidae,48.7
47950,Eigenmannia humboldtii,0.002,2.818,48.6,Sternopygidae,48.6
54717,Capoeta trutta,0.013014,3.0128,48.5,Cyprinidae,48.5
48255,Thymallus nigrescens,0.0042,3.15,48.4,Salmonidae,48.4
1004,Selene vomer,0.019614444,2.815666667,30,Carangidae,48.3
411,Menticirrhus littoralis,0.00402,3.247,47.5,Sciaenidae,48.3
55907,Coreius heterodon,0.009833333,3.067,48.3,Cyprinidae,48.3
2719,Synodus foetens,0.004535,3.1704,47,Synodontidae,48.3
192,Paracaesio sordida,0.02745,3.0165,27.5,Lutjanidae,48
55381,Gymnocypris przewalskii,0.038845,2.62635,NA,Cyprinidae,48
9594,Hyporthodus niphobles,0.00897,3,97.8,Serranidae,48
4286,Lactophrys bicaudalis,0.07325,2.815,27.1,Ostraciidae,48
4035,Hexagrammos stelleri,0.00305,3.4278,35.2,Hexagrammidae,48
14127,Paralichthys patagonicus,0.00491625,3.186875,60,Paralichthyidae,48
1726,Coelorinchus caelorhincus,0.028854444,2.945222222,35.6,Macrouridae,48
231,Coregonus albula,0.005975714,3.235642857,24,Salmonidae,48
54826,Capoeta barroisi,0.010033333,3.131666667,48,Cyprinidae,48
62994,Cichla piquiti,0.023566667,2.977,48,Cichlidae,48
161,Lutjanus mahogoni,0.048376667,2.813,41.6,Lutjanidae,48
1612,Nematalosa erebi,0.0193,2.798,29.6,Clupeidae,48
271,Carassius auratus,0.0176855,3.04225,40.6,Cyprinidae,48
7557,Polymixia nobilis,0.02105,3.0355,47,Polymixiidae,48
5363,Sargochromis giardi,0.0163,3.2575,NA,Cichlidae,48
1415,Oreochromis mortimeri,0.031,3.02,NA,Cichlidae,48
1160,Sparisoma rubripinne,0.018266667,3.014666667,39,Scaridae,47.8
5658,Osteomugil engeli,0.01453,3.087878,47.7,Mugilidae,47.7
14156,Synodus sechurae,0.00925,2.8695,47.6,Synodontidae,47.6
26781,Kronoheros umbriferus,0.0208,3,41,Cichlidae,47.5
13274,Urobatis concentricus,0.00977,3.08,NA,Urotrygonidae,47.5
23351,Rhamdia quelen,0.013262778,3.068944444,61,Heptapteridae,47.4
65750,Squalius platyceps,0.01,3.027,47.2,Cyprinidae,47.2
58238,Helicophagus leptorhynchus,0.0116,3,50,Pangasiidae,47.2
62460,Spinibarbus sinensis,0.016756667,3.024333333,47.1,Cyprinidae,47.1
5546,Scarus frenatus,0.032,3.06,29.5,Scaridae,47
957,Amphiarius rugispinis,0.012933333,2.939633333,47,Ariidae,47
23469,Eumegistus illustris,0.012,3.015,90.1,Bramidae,47
4636,Labeo niloticus,0.00381,3.14,63,Cyprinidae,47
2667,Hiodon tergisus,0.00288,3.4175,15.2,Hiodontidae,47
57960,Acanthistius pictus,0.1038,2.497,41.6,Serranidae,47
3054,Clarias batrachus,0.0194,2.626666667,30.5,Clariidae,47
8560,Cleisthenes herzensteini,0.02032,2.9242,47,Pleuronectidae,47
14309,Helicolenus percoides,0.0373,2.95,36.5,Sebastidae,47
51659,Labrus viridis,0.03595,2.669,32.5,Labridae,47
5367,Epinephelus areolatus,0.03467,2.889686667,44,Serranidae,47
2678,Coregonus sardinella,0.00584,3.24014,36,Salmonidae,47
1109,Lactophrys triqueter,0.309,2.23,27.6,Ostraciidae,47
4752,Hemibarbus maculatus,0.01002,3.1784,33.5,Cyprinidae,47
12962,Allocyttus niger,0.012,3.17,NA,Oreosomatidae,47
3381,Micropterus coosae,0.014055,3.078,25.4,Centrarchidae,47
433,Pseudotolithus elongatus,0.00285,3.34925,62.5,Sciaenidae,47
8212,Psammoperca waigiensis,0.01023,3.04,NA,Latidae,47
15439,Trygonoptera testacea,0.01,3.04,NA,Urolophidae,47
12744,Bodianus loxozonus,0.01202,3.06,NA,Labridae,47
15376,Caulolatilus williamsi,0.0126,3,47,Malacanthidae,46.9
54515,Schizothorax dolichonema,0.0118,3.008,46.6,Cyprinidae,46.6
6376,Carassius gibelio,0.054013333,3.001066667,46.6,Cyprinidae,46.6
51187,Salminus affinis,0.01015,3.138,46.5,Bryconidae,46.5
51246,Prochilodus vimboides,0.039,2.82,46.5,Prochilodontidae,46.5
54832,Mastacembelus mastacembelus,0.00663,2.59975,46.5,Mastacembelidae,46.4
3386,Micropterus treculii,0.01716,3,46,Centrarchidae,46.4
52992,Brycon amazonicus,0.02887,2.944,40.6,Bryconidae,46.2
53704,Ageneiosus pardalis,0.007933333,3.097,63,Auchenipteridae,46.2
50636,Proloricaria prolixa,0.00207,3.27,46.2,Loricariidae,46.2
993,Decapterus macarellus,0.00701,3.283333333,30,Carangidae,46
27121,Hypsibarbus wetmorei,0.0121925,3.0675,46,Cyprinidae,46
6399,Lactoria cornuta,0.01698,2.9383,30,Ostraciidae,46
1520,Clupea pallasii pallasii,0.016416,2.96864,32.7,Clupeidae,46
5505,Pachymetopon blochii,0.0232,3.040333333,NA,Sparidae,46
2720,Synodus intermedius,0.00993,2.999,38.6,Synodontidae,46
5,Orthopristis chrysoptera,0.0254,2.980666667,23.4,Haemulidae,46
5605,Oxycheilinus unifasciatus,0.02102,3,19.3,Labridae,46
50667,Loricariichthys anus,0.0041,3.375,41.6,Loricariidae,46
1594,Ethmalosa fimbriata,0.012729167,3.112583333,31.5,Clupeidae,46
5652,Neomyxus leuciscus,0.018876667,3.026666667,31.8,Mugilidae,46
1229,Calamus proridens,0.0306,2.71,30,Sparidae,46
410,Menticirrhus saxatilis,0.01101,3,46.4,Sciaenidae,46
5139,Mystus gulio,0.026171429,2.962,21.5,Bagridae,46
4873,Platycephalus bassensis,0.002344167,3.312583333,NA,Platycephalidae,46
4112,Leptocottus armatus,0.04,2.82,13.5,Cottidae,46
1227,Calamus penna,0.10565,2.637,53.5,Sparidae,46
7690,Microchirus theophila,0.017566667,2.896666667,35,Soleidae,46
3964,Sebastes diploproa,0.0115,3,41.3,Sebastidae,46
3961,Sebastes constellatus,0.0155,3,40.6,Sebastidae,46
66332,Macrodon atricauda,0.00521,3.181666667,45.5,Sciaenidae,46
5647,Thalassoma purpureum,0.02593,3,36,Labridae,46
14701,Mugil trichodon,0.021533333,2.881666667,28,Mugilidae,46
4277,Cantherhines macrocerus,0.0561,2.653,39.5,Monacanthidae,46
1367,Trisopterus luscus,0.010815,3.117692857,43,Gadidae,46
978,Bothus lunatus,0.00981,3.189,46.9,Bothidae,46
1225,Calamus leucosteus,0.06028,2.858,NA,Sparidae,46
1159,Sparisoma chrysopterum,0.078165,3.087216667,42.5,Scaridae,46
9517,Synodontis membranaceus,0.014533333,3.092166667,28,Mochokidae,46
1264,Naso lituratus,0.0351,2.9445,28.8,Acanthuridae,46
3309,Morone mississippiensis,0.0469,2.7,NA,Moronidae,46
1111,Polydactylus oligodon,0.0086,3.045,38.1,Polynemidae,46
8836,Acanthopsetta nadeshnyi,0.00548,3.147,42,Pleuronectidae,46
452,Stenotomus chrysops,0.02261,3,45,Sparidae,46
4593,Branchiostegus japonicus,0.01776,3.0854,49.3,Malacanthidae,46
6564,Pomacanthus sexstriatus,0.033773333,2.907926667,36.4,Pomacanthidae,46
1141,Haemulon sciurus,0.032771429,2.895171429,31,Haemulidae,46
14267,Phyllopteryx taeniolatus,0.00049,3.1,NA,Syngnathidae,46
25430,Pomacanthus rhomboides,0.0309,2.9,NA,Pomacanthidae,46
8328,Pomacanthus zonipectus,0.0309,2.9,NA,Pomacanthidae,46
1908,Carangoides oblongus,0.01905,2.94,NA,Carangidae,46
12229,Girella simplicidens,0.01549,3.06,NA,Kyphosidae,46
1387,Oreochromis aureus,0.047871429,2.891571429,34,Cichlidae,45.7
3612,Astronotus ocellatus,0.0278,3,28,Cichlidae,45.7
13720,Haemulopsis leuciscus,0.01125,3.105,45.7,Haemulidae,45.7
8333,Scorpaena mystes,0.01778,3.04,NA,Scorpaenidae,45.7
60806,Coregonus alpenae,0.01108,3.061,45.6,Salmonidae,45.6
15628,Naso caesius,0.01995,3,NA,Acanthuridae,45.6
64025,Bodianus bathycapros,0.01202,3.06,NA,Labridae,45.6
4471,Blicca bjoerkna,0.01188,3.20756,45.5,Cyprinidae,45.5
48164,Capoeta sieboldii,0.013,3.017466667,45.5,Cyprinidae,45.5
54978,Rhinogobio typus,0.006315,3.17375,45.2,Cyprinidae,45.2
8170,Pseudopleuronectes yokohamae,0.01165,3.070272727,46.3,Pleuronectidae,45
48962,Squaliforma tenuicauda,0.0357,2.7885,45,Loricariidae,45
4970,Scarus globiceps,0.020503333,3.03,37.2,Scaridae,45
8263,Lagocephalus lunaris,0.029,3.06,34.3,Tetraodontidae,45
1753,Diplodus sargus,0.01715,3.053984,49,Sparidae,45
1397,Coptodon rendalli,0.0357,2.8875,40,Cichlidae,45
3595,Kyphosus azureus,0.0194,3.23,8.24,Kyphosidae,45
1754,Diplodus vulgaris,0.017677879,3.078739394,48.6,Sparidae,45
8845,Hippoglossoides dubius,0.00921,2.9967,50,Pleuronectidae,45
207,Bothus podas,0.011333333,3.031166667,21.2,Bothidae,45
1244,Prionotus evolans,0.0195,3,43,Triglidae,45
6535,Ompok bimaculatus,0.00723,3.07375,33.5,Siluridae,45
3569,Microlepidotus inornatus,0.0151,2.93,20.9,Haemulidae,45
5645,Thalassoma lunare,0.02465,2.824435,20,Labridae,45
6004,Diplodus capensis,0.02755,3.04575,22,Sparidae,45
200,Pristipomoides auricilla,0.0189,3.053,42,Lutjanidae,45
8709,Marcusenius monteiri,0.0315,2.714,8.3,Mormyridae,45
16215,Mekongina erythrospila,0.01601,2.847,32.6,Cyprinidae,45
8889,Rhombosolea tapirina,0.0375,2.67,49,Pleuronectidae,45
4498,Lates stappersii,0.007411,3.032,NA,Latidae,45
6001,Epinephelus rivulatus,0.019496667,2.9654,40.5,Serranidae,45
3608,Holacanthus bermudensis,0.0319,2.899,42.7,Pomacanthidae,45
55189,Helicolenus lahillei,0.008535,3.1812925,45.2,Sebastidae,45
6555,Ostracion cubicus,0.115,2.553745,41,Ostraciidae,45
4582,Labrus merula,0.008856667,3.164666667,33.1,Labridae,45
13296,Horabagrus brachysoma,0.0086,3.122,NA,Bagridae,45
1201,Scorpaena plumieri,0.0225,3.05225,34,Scorpaenidae,45
5338,Rhinomugil corsula,0.0109,2.94,34,Mugilidae,45
3609,Holacanthus ciliaris,0.0336,2.9,35,Pomacanthidae,45
374,Decapterus russelli,0.023469444,2.889155556,30,Carangidae,45
4750,Acanthurus blochii,0.021586667,3.081976667,38,Acanthuridae,45
55401,Procypris rabaudi,0.011636667,3.189333333,56,Cyprinidae,45
4990,Malacocephalus occidentalis,0.000206667,3.814333333,45.5,Macrouridae,45
3236,Atherinopsis californiensis,0.01,2.92,7.8,Atherinopsidae,45
4538,Dentex maroccanus,0.037025,2.9845,34,Sparidae,45
3102,Coelorinchus caribbaeus,0.002425,3.1,26.2,Macrouridae,45
2757,Siphateles bicolor,0.0224,2.903,NA,Cyprinidae,45
24,Clupea harengus,0.007735664,3.065954867,39.75,Clupeidae,45
6334,Pseudomyxus capensis,0.017,3.039,40.5,Mugilidae,45
5544,Scarus festivus,0.0104,3.24,39.5,Scaridae,45
12625,Prionurus maculatus,0.198,2.504,44.7,Acanthuridae,45
811,Galeus polli,0.002,3.16945,NA,Scyliorhinidae,45
1837,Gymnocranius euanus,0.0220275,2.829235,54,Lethrinidae,45
22936,Gymnodiptychus dybowskii,0.01,2.89,24.07,Cyprinidae,45
4115,Hemilepidotus papilio,0.01798,2.88,45,Cottidae,45
1866,Lethrinus ornatus,0.0293,3.067,24.5,Lethrinidae,45
51621,Squaloliparis dentatus,0.00415,3.53,45,Liparidae,45
833,Parmaturus xaniurus,0.0012,3.34,38,Scyliorhinidae,45
2718,Saurida normani,0.0512,2.56,26,Synodontidae,45
8066,Diplodus cadenati,0.0209,2.96,NA,Sparidae,45
1277,Nemapteryx caelata,0.0056,3.175714286,59,Ariidae,45
4615,Siganus sutor,0.0507,2.742,46,Siganidae,45
5992,Parupeneus indicus,0.01749,3.057842,38.7,Mullidae,45
3984,Sebastes nebulosus,0.02254,3,42,Sebastidae,45
17066,Coryphaenoides carapinus,0.186,3.461,NA,Macrouridae,45
417,Macrodon ancylodon,0.010692857,3.228892857,53,Sciaenidae,45
1325,Pseudorhombus arsius,0.00544625,3.26125,31.5,Paralichthyidae,45
3308,Morone chrysops,0.0163,3.132,26.1,Moronidae,45
1334,Osmerus eperlanus,0.005366667,3.149933333,25.5,Osmeridae,45
5791,Priacanthus hamrur,0.023394,2.82477,38,Priacanthidae,45
941,Atrobucca nibe,0.021495,2.9115,23.5,Sciaenidae,45
5998,Galeichthys ater,0.023475,2.549,NA,Ariidae,45
5598,Cheilinus chlorourus,0.029906667,2.931383333,32,Labridae,45
5603,Cheilinus trilobatus,0.02291,3.023823333,28,Labridae,45
95,Cybiosarda elegans,0.0134,3,41.5,Scombridae,45
58010,Notothenia neglecta,0.02845,3,NA,Nototheniidae,45
50139,Sphyraena tome,0.0132,2.88,NA,Sphyraenidae,45
464,Parapercis colias,0.008185714,3.211642857,36.4,Pinguipedidae,45
13723,Orthopristis chalceus,0.0155,2.988,44.1,Haemulidae,45
5404,Hemiramphus far,0.070612,2.8194,44.5,Hemiramphidae,45
15484,Brevitrygon walga,0.047736667,3.041733333,46.4,Dasyatidae,45
448,Pterogymnus laniarius,0.02505,2.9325,NA,Sparidae,45
9258,Trachinus araneus,0.02854,2.662,39,Trachinidae,45
8063,Diplodus fasciatus,0.041,2.8019,45,Sparidae,45
455,Drepane africana,0.0144,2.8565,23.5,Drepaneidae,45
1800,Acanthurus monroviae,0.02965,2.97,42,Acanthuridae,45
13123,Acestrorhynchus falcirostris,0.010054,2.9924,49,Acestrorhynchidae,45
25516,Brycon cephalus,0.0106,3.174,NA,Bryconidae,45
1940,Decapterus kurroides,0.02555,2.85825,35.8,Carangidae,45
7901,Polydactylus plebeius,0.01531,3,49.1,Polynemidae,45
3580,Cheilotrema saturnum,0.013,3.106,33.2,Sciaenidae,45
6583,Acanthopagrus sivicolus,0.0205,3,51,Sparidae,45
1245,Prionotus punctatus,0.010850714,3.007778571,43,Triglidae,45
11894,Prochilodus nigricans,0.030086667,2.94905,45,Prochilodontidae,45
60074,Naso elegans,0.002291,2.97,NA,Acanthuridae,45
5738,Platax pinnatus,0.02455,2.96,NA,Ephippidae,45
1314,Platybelone argalus platyura,0.00102,3.06,NA,Belonidae,45
14301,Plectorhinchus paulayi,0.01349,3.01,NA,Haemulidae,45
7902,Pomacanthus annularis,0.0309,2.9,NA,Pomacanthidae,45
4909,Sargocentron violaceum,0.0166,2.97,NA,Holocentridae,45
12661,Scarus arabicus,0.01445,3.04,NA,Scaridae,45
7914,Scarus viridifucatus,0.01445,3.04,NA,Scaridae,45
4561,Siganus vermiculatus,0.01585,3.07,NA,Siganidae,45
7293,Antennarius commerson,0.01995,3.01,NA,Antennariidae,45
27509,Aplodactylus etheridgii,0.00468,3.13,NA,Aplodactylidae,45
52462,Aplodactylus lophodon,0.00468,3.13,NA,Aplodactylidae,45
6594,Arothron reticularis,0.02754,2.88,NA,Tetraodontidae,45
52463,Bodianus frenchii,0.01202,3.06,NA,Labridae,45
60078,Diagramma melanacrum,0.0123,3.01,NA,Haemulidae,45
7343,Epinephelus erythrurus,0.01148,3.04,NA,Serranidae,45
15036,Acanthistius ocellatus,0.00933,2.97,NA,Serranidae,45
8248,Genyatremus dovii,0.0195,2.96,NA,Haemulidae,45
25439,Girella freminvillii,0.01549,3.06,NA,Kyphosidae,45
1839,Gymnocranius microdon,0.01778,2.97,NA,Lethrinidae,45
4748,Acanthurus auranticavus,0.02291,2.96,NA,Acanthuridae,45
4745,Acanthurus fowleri,0.01698,2.99,NA,Acanthuridae,45
15095,Hypoplectrodes maccullochi,0.00933,2.97,NA,Serranidae,45
4741,Acanthurus leucocheilus,0.02291,2.96,NA,Acanthuridae,45
3596,Kyphosus analogus,0.0182,3.03,NA,Kyphosidae,45
1856,Lethrinus haematopterus,0.01479,2.99,NA,Lethrinidae,45
5796,Malacanthus latovittatus,0.00537,3.03,NA,Malacanthidae,45
1092,Mulloidichthys martinicus,0.021887143,3.077514286,44.8,Mullidae,44.8
63515,Mugil rubrioculus,0.01165,3.1745,44.6,Mugilidae,44.6
7699,Gerres longirostris,0.0333,2.98025,35,Gerreidae,44.5
12553,Scorpaena izensis,0.01702,3,44.5,Scorpaenidae,44.5
